name,price,new_name,First_Name,Last_Name,New_Price,above_100
Samantha Shields,149.8952175179066,Samantha Shields,Samantha,Shields,149.9,True
Joseph Walker,282.0494041503753,Joseph Walker,Joseph,Walker,282.05,True
Tracy Hernandez,215.0596081237795,Tracy Hernandez,Tracy,Hernandez,215.06,True
Vicki Fox,41.51250582075192,Vicki Fox,Vicki,Fox,41.51,
Louis Campos,277.9062584643434,Louis Campos,Louis,Campos,277.91,True
Justin Scott,208.06600638092755,Justin Scott,Justin,Scott,208.07,True
Megan Vaughn,289.95641064954947,Megan Vaughn,Megan,Vaughn,289.96,True
Mary Hughes,15.213739256844516,Mary Hughes,Mary,Hughes,15.21,
Anita Fleming,58.247423829755526,Anita Fleming,Anita,Fleming,58.25,
Alyssa Melendez,273.6593194071889,Alyssa Melendez,Alyssa,Melendez,273.66,True
Joshua Foster DDS,253.40938325554328,Joshua Foster DDS,Joshua,Foster,253.41,True
Lisa Smith,203.96113809154832,Lisa Smith,Lisa,Smith,203.96,True
Kathy Lee,265.44630396990385,Kathy Lee,Kathy,Lee,265.45,True
Bethany Park,233.68916668079947,Bethany Park,Bethany,Park,233.69,True
Joshua Butler,239.82138794788276,Joshua Butler,Joshua,Butler,239.82,True
Danielle Potter,204.53853617017026,Danielle Potter,Danielle,Potter,204.54,True
Kenneth Robinson,152.78407450500652,Kenneth Robinson,Kenneth,Robinson,152.78,True
Eric Pineda,111.04793149633116,Eric Pineda,Eric,Pineda,111.05,True
James Dorsey,68.9046362361684,James Dorsey,James,Dorsey,68.9,
Michael Miller,129.60494748139712,Michael Miller,Michael,Miller,129.6,True
Danielle Martinez,45.94938674425525,Danielle Martinez,Danielle,Martinez,45.95,
Gary Young,212.29823720786686,Gary Young,Gary,Young,212.3,True
Lisa Decker,275.715884823893,Lisa Decker,Lisa,Decker,275.72,True
Kayla Randolph,232.82202146618798,Kayla Randolph,Kayla,Randolph,232.82,True
Peggy Thompson,124.466475153077,Peggy Thompson,Peggy,Thompson,124.47,True
Alex Cooper,170.20533600285108,Alex Cooper,Alex,Cooper,170.21,True
Joanne Wilson,229.6136722572762,Joanne Wilson,Joanne,Wilson,229.61,True
Maria Adams,141.71286651021748,Maria Adams,Maria,Adams,141.71,True
Julie Horton,276.5816246712424,Julie Horton,Julie,Horton,276.58,True
Jeffrey Galvan,210.50619151229446,Jeffrey Galvan,Jeffrey,Galvan,210.51,True
Christopher Johnson,268.63026997818713,Christopher Johnson,Christopher,Johnson,268.63,True
Jennifer Arias,59.5946805638572,Jennifer Arias,Jennifer,Arias,59.59,
Jocelyn Bell,84.95454820906994,Jocelyn Bell,Jocelyn,Bell,84.95,
Eric Brown,133.40072254822192,Eric Brown,Eric,Brown,133.4,True
Devon Wright,29.21576874658893,Devon Wright,Devon,Wright,29.22,
Rodney Robles,158.98389227004068,Rodney Robles,Rodney,Robles,158.98,True
Kara Austin,271.4672560712875,Kara Austin,Kara,Austin,271.47,True
Jeffrey Tanner,203.7433126205391,Jeffrey Tanner,Jeffrey,Tanner,203.74,True
Shaun Nunez,153.1987663707726,Shaun Nunez,Shaun,Nunez,153.2,True
Daniel Mccall,143.2715029983474,Daniel Mccall,Daniel,Mccall,143.27,True
Frank Owen,233.20153740296317,Frank Owen,Frank,Owen,233.2,True
Beth Johnson,128.79235764466947,Beth Johnson,Beth,Johnson,128.79,True
Joshua Clark,190.91136682890263,Joshua Clark,Joshua,Clark,190.91,True
Gary Jones,52.31662470085475,Gary Jones,Gary,Jones,52.32,
Nancy Brown,115.95840515139223,Nancy Brown,Nancy,Brown,115.96,True
Megan Roach,18.682393460042697,Megan Roach,Megan,Roach,18.68,
Lucas Ross,221.12694630161582,Lucas Ross,Lucas,Ross,221.13,True
Jerry Tucker,29.951991983935965,Jerry Tucker,Jerry,Tucker,29.95,
Mr. Trevor Smith,223.4225466388501,Trevor Smith,Trevor,Smith,223.42,True
Timothy Robles,76.08225475020069,Timothy Robles,Timothy,Robles,76.08,
Christopher Goodwin,78.12233208583044,Christopher Goodwin,Christopher,Goodwin,78.12,
Philip Wilson,22.843131599651947,Philip Wilson,Philip,Wilson,22.84,
Carrie Davis,295.04813146360004,Carrie Davis,Carrie,Davis,295.05,True
Michael Daniel,229.95157697107518,Michael Daniel,Michael,Daniel,229.95,True
Bryan Valenzuela,236.14937956064003,Bryan Valenzuela,Bryan,Valenzuela,236.15,True
Mrs. Robin Garner,79.14737520609563,Robin Garner,Robin,Garner,79.15,
Angel Thompson,284.73020143332764,Angel Thompson,Angel,Thompson,284.73,True
Christopher Morgan,216.01314022078324,Christopher Morgan,Christopher,Morgan,216.01,True
Brittany Walker,163.11077373762703,Brittany Walker,Brittany,Walker,163.11,True
Shelby Mann,110.90218520544457,Shelby Mann,Shelby,Mann,110.9,True
Jodi Wells,44.01734435985729,Jodi Wells,Jodi,Wells,44.02,
Terri Gibson,92.36081224498207,Terri Gibson,Terri,Gibson,92.36,
Vanessa Hernandez,105.25344986971916,Vanessa Hernandez,Vanessa,Hernandez,105.25,True
Maria Russell,114.14527077643524,Maria Russell,Maria,Russell,114.15,True
Stacy Moses,126.65047028412458,Stacy Moses,Stacy,Moses,126.65,True
Amanda Schneider,288.47169404413984,Amanda Schneider,Amanda,Schneider,288.47,True
Catherine Lopez,182.0171244096523,Catherine Lopez,Catherine,Lopez,182.02,True
Amanda White,12.318897581425414,Amanda White,Amanda,White,12.32,
Karina Spencer,128.14900225255212,Karina Spencer,Karina,Spencer,128.15,True
Deborah Warren,139.76750220060768,Deborah Warren,Deborah,Warren,139.77,True
Erica Dixon,168.60315656437808,Erica Dixon,Erica,Dixon,168.6,True
Barbara Gray,140.74666652275468,Barbara Gray,Barbara,Gray,140.75,True
Mr. Tracy Davis MD,70.08356954138564,Tracy Davis MD,Tracy,Davis,70.08,
Deanna Watson,264.5411986121746,Deanna Watson,Deanna,Watson,264.54,True
Michael Cox,136.78648334755044,Michael Cox,Michael,Cox,136.79,True
Amy Myers,92.16016850821396,Amy Myers,Amy,Myers,92.16,
Patrick Hunter,170.41345145138743,Patrick Hunter,Patrick,Hunter,170.41,True
Marvin Murphy,212.41525043662492,Marvin Murphy,Marvin,Murphy,212.42,True
Janice Graves,223.70376816493302,Janice Graves,Janice,Graves,223.7,True
Brooke Pierce,171.93830852609813,Brooke Pierce,Brooke,Pierce,171.94,True
Adam Wells,280.2602416510247,Adam Wells,Adam,Wells,280.26,True
Amanda Atkins,283.42684952212085,Amanda Atkins,Amanda,Atkins,283.43,True
Gary Ruiz,132.50482301163154,Gary Ruiz,Gary,Ruiz,132.5,True
Tina Wallace,72.91326394818506,Tina Wallace,Tina,Wallace,72.91,
Casey Oconnell,16.79606076857749,Casey Oconnell,Casey,Oconnell,16.8,
Nancy Mendoza,281.3890294561895,Nancy Mendoza,Nancy,Mendoza,281.39,True
Luis Nguyen,34.198274411632,Luis Nguyen,Luis,Nguyen,34.2,
William Graves,111.50164221704752,William Graves,William,Graves,111.5,True
Sean Brennan,269.22866677337987,Sean Brennan,Sean,Brennan,269.23,True
Matthew Sellers,53.503495471609966,Matthew Sellers,Matthew,Sellers,53.5,
Dorothy Bradley,199.4596030319084,Dorothy Bradley,Dorothy,Bradley,199.46,True
Haley Flores,252.29140621988253,Haley Flores,Haley,Flores,252.29,True
Melissa Johnson,32.70467677302481,Melissa Johnson,Melissa,Johnson,32.7,
Samuel Tran,199.8864146099941,Samuel Tran,Samuel,Tran,199.89,True
Amanda Patterson,49.033258188863506,Amanda Patterson,Amanda,Patterson,49.03,
Albert Roach,183.37430105262348,Albert Roach,Albert,Roach,183.37,True
Jamie Huffman,36.8399396247606,Jamie Huffman,Jamie,Huffman,36.84,
James Hamilton,265.63021027701444,James Hamilton,James,Hamilton,265.63,True
Joseph Bird,18.0604475819659,Joseph Bird,Joseph,Bird,18.06,
Sarah Contreras,141.4141417081132,Sarah Contreras,Sarah,Contreras,141.41,True
Joshua House,65.77031576398468,Joshua House,Joshua,House,65.77,
Tamara Molina,255.2535663858419,Tamara Molina,Tamara,Molina,255.25,True
Max Maxwell,240.04430136865116,Max Maxwell,Max,Maxwell,240.04,True
Jason Daniels,269.6365982012776,Jason Daniels,Jason,Daniels,269.64,True
Jordan Coleman,250.09741841444298,Jordan Coleman,Jordan,Coleman,250.1,True
Jasmine Jones,33.932814053465876,Jasmine Jones,Jasmine,Jones,33.93,
Jessica Garcia,231.8803086409337,Jessica Garcia,Jessica,Garcia,231.88,True
Aaron George,138.8127080124013,Aaron George,Aaron,George,138.81,True
Chelsey Anderson,41.35053236366936,Chelsey Anderson,Chelsey,Anderson,41.35,
Rebecca Perez,146.2313884338815,Rebecca Perez,Rebecca,Perez,146.23,True
Duane Thompson,75.0643349653718,Duane Thompson,Duane,Thompson,75.06,
Curtis Clayton,138.05633707503281,Curtis Clayton,Curtis,Clayton,138.06,True
George Gonzalez,221.5737986033107,George Gonzalez,George,Gonzalez,221.57,True
Casey Ford,94.1880678381525,Casey Ford,Casey,Ford,94.19,
Margaret Johnston,61.24599433509588,Margaret Johnston,Margaret,Johnston,61.25,
Eric Mcclure,238.87753553184385,Eric Mcclure,Eric,Mcclure,238.88,True
Nathan Taylor,4.820334074581634,Nathan Taylor,Nathan,Taylor,4.82,
Kayla Parker,222.36007663259443,Kayla Parker,Kayla,Parker,222.36,True
Doris Obrien,206.94932212039643,Doris Obrien,Doris,Obrien,206.95,True
Brooke Taylor,34.746150148220835,Brooke Taylor,Brooke,Taylor,34.75,
Kathryn Garrett,266.1885037761558,Kathryn Garrett,Kathryn,Garrett,266.19,True
John Cruz,205.1406651806219,John Cruz,John,Cruz,205.14,True
Christina Cannon,98.59414739641822,Christina Cannon,Christina,Cannon,98.59,
Susan Lewis,269.3323662180149,Susan Lewis,Susan,Lewis,269.33,True
Pamela Sanchez,193.77807834857828,Pamela Sanchez,Pamela,Sanchez,193.78,True
Ms. Stacey Wiley DDS,200.39042958044664,Ms. Stacey Wiley DDS,Ms.,Stacey,200.39,True
Melissa Johnson DDS,201.45094839563168,Melissa Johnson DDS,Melissa,Johnson,201.45,True
Lori Morris,38.047609400990964,Lori Morris,Lori,Morris,38.05,
Daniel Soto,225.1621402010833,Daniel Soto,Daniel,Soto,225.16,True
Karl Davis,92.08925112114623,Karl Davis,Karl,Davis,92.09,
Lisa Graves,122.85641175163956,Lisa Graves,Lisa,Graves,122.86,True
Eric Ray,178.34408504892357,Eric Ray,Eric,Ray,178.34,True
Mark Garcia,229.24702772831205,Mark Garcia,Mark,Garcia,229.25,True
Allison Alvarez,275.3024614453302,Allison Alvarez,Allison,Alvarez,275.3,True
Rachel Williams,44.81715456206712,Rachel Williams,Rachel,Williams,44.82,
Linda Mitchell,47.44468727224681,Linda Mitchell,Linda,Mitchell,47.44,
David Shelton,158.70848134387526,David Shelton,David,Shelton,158.71,True
Vanessa Long,121.74497301722185,Vanessa Long,Vanessa,Long,121.74,True
Misty Martin,176.93100688143227,Misty Martin,Misty,Martin,176.93,True
Daniel Gregory,132.8910493093606,Daniel Gregory,Daniel,Gregory,132.89,True
Mitchell Jones,253.97168028394557,Mitchell Jones,Mitchell,Jones,253.97,True
Dawn Scott,246.03613098517312,Dawn Scott,Dawn,Scott,246.04,True
Emily Horn,287.4666523155386,Emily Horn,Emily,Horn,287.47,True
Catherine George,14.614919953601612,Catherine George,Catherine,George,14.61,
Hunter Carlson,218.0977600696651,Hunter Carlson,Hunter,Carlson,218.1,True
Thomas Baldwin,275.4145594333999,Thomas Baldwin,Thomas,Baldwin,275.41,True
Amy Sellers,91.87350267694583,Amy Sellers,Amy,Sellers,91.87,
Alicia Clark,241.5859155120481,Alicia Clark,Alicia,Clark,241.59,True
Sara Lewis,158.86384897529322,Sara Lewis,Sara,Lewis,158.86,True
Ashley Lopez,77.89293291125155,Ashley Lopez,Ashley,Lopez,77.89,
Terry Alvarado,161.94981782751205,Terry Alvarado,Terry,Alvarado,161.95,True
Danielle Sandoval,83.13645640669944,Danielle Sandoval,Danielle,Sandoval,83.14,
Jesse Jones,214.80296160607338,Jesse Jones,Jesse,Jones,214.8,True
Lisa Hess,133.20379159505907,Lisa Hess,Lisa,Hess,133.2,True
Christina Mason,284.48638672686366,Christina Mason,Christina,Mason,284.49,True
Mary Bell,32.08889594222283,Mary Bell,Mary,Bell,32.09,
Martin Ramirez,1.1092124402451995,Martin Ramirez,Martin,Ramirez,1.11,
Stacy Smith,161.8260635250454,Stacy Smith,Stacy,Smith,161.83,True
Carla Rodriguez,113.1454480892654,Carla Rodriguez,Carla,Rodriguez,113.15,True
Johnny Stout,134.0022360334344,Johnny Stout,Johnny,Stout,134.0,True
Mrs. Jennifer Rodriguez,256.0154480635765,Jennifer Rodriguez,Jennifer,Rodriguez,256.02,True
Michelle Thompson,196.67546045741352,Michelle Thompson,Michelle,Thompson,196.68,True
Lisa Lyons,148.95597847291785,Lisa Lyons,Lisa,Lyons,148.96,True
Michael Coleman,262.2090762929478,Michael Coleman,Michael,Coleman,262.21,True
Lindsey Williams,99.95620763370701,Lindsey Williams,Lindsey,Williams,99.96,
Karen Hoffman,186.10461525236752,Karen Hoffman,Karen,Hoffman,186.1,True
Jenny Jones,189.5577103816708,Jenny Jones,Jenny,Jones,189.56,True
Steven Knight,282.99576098739675,Steven Knight,Steven,Knight,283.0,True
Michael Franklin,116.87425709496216,Michael Franklin,Michael,Franklin,116.87,True
Mason Ross DDS,235.55492360644112,Mason Ross DDS,Mason,Ross,235.55,True
Terry Levine,151.5220713720341,Terry Levine,Terry,Levine,151.52,True
Catherine Fletcher,36.59268023506782,Catherine Fletcher,Catherine,Fletcher,36.59,
Deanna Jones,196.94060690445872,Deanna Jones,Deanna,Jones,196.94,True
Christopher Mitchell,22.42047145891557,Christopher Mitchell,Christopher,Mitchell,22.42,
John Owens,191.44342565411438,John Owens,John,Owens,191.44,True
Stephanie Davis,287.19914938559293,Stephanie Davis,Stephanie,Davis,287.2,True
Joseph Ford,264.93548409096087,Joseph Ford,Joseph,Ford,264.94,True
Matthew Russell,141.24929467953115,Matthew Russell,Matthew,Russell,141.25,True
Danielle Burke,75.90363416634986,Danielle Burke,Danielle,Burke,75.9,
Stephanie Cunningham,220.99398093517755,Stephanie Cunningham,Stephanie,Cunningham,220.99,True
Brian Proctor,263.635819661282,Brian Proctor,Brian,Proctor,263.64,True
Michael Swanson,291.571360306693,Michael Swanson,Michael,Swanson,291.57,True
Daniel Santos,49.26348169262904,Daniel Santos,Daniel,Santos,49.26,
April Hoffman,203.48557956655083,April Hoffman,April,Hoffman,203.49,True
Stephanie Thomas,249.66672199110738,Stephanie Thomas,Stephanie,Thomas,249.67,True
Brianna Garcia,183.33223350143962,Brianna Garcia,Brianna,Garcia,183.33,True
Shannon Berger,125.2597844355467,Shannon Berger,Shannon,Berger,125.26,True
Mrs. Kathleen Mays,238.16560659249112,Kathleen Mays,Kathleen,Mays,238.17,True
Michelle Park,150.40012026865455,Michelle Park,Michelle,Park,150.4,True
Laura Reynolds,20.0892457661229,Laura Reynolds,Laura,Reynolds,20.09,
Ashley Kaiser,218.3995039901351,Ashley Kaiser,Ashley,Kaiser,218.4,True
Reginald Owens,46.553286851838074,Reginald Owens,Reginald,Owens,46.55,
Michael Conway,84.09316114214434,Michael Conway,Michael,Conway,84.09,
Sheila Pham,5.7132316880477045,Sheila Pham,Sheila,Pham,5.71,
Christie Smith,70.21735457039242,Christie Smith,Christie,Smith,70.22,
Allison Carroll,27.65684628637317,Allison Carroll,Allison,Carroll,27.66,
Donna Perez,187.32794007878502,Donna Perez,Donna,Perez,187.33,True
Sierra Richmond,299.44920416091963,Sierra Richmond,Sierra,Richmond,299.45,True
Steven Wallace,173.00256846596298,Steven Wallace,Steven,Wallace,173.0,True
Jeremy Thompson,106.61026116605196,Jeremy Thompson,Jeremy,Thompson,106.61,True
Jennifer Mccormick,142.7564741042043,Jennifer Mccormick,Jennifer,Mccormick,142.76,True
Eric Garcia,27.564503934831446,Eric Garcia,Eric,Garcia,27.56,
Matthew Beasley,248.99273715815283,Matthew Beasley,Matthew,Beasley,248.99,True
Jason Robinson,249.4550364810223,Jason Robinson,Jason,Robinson,249.46,True
Vicki Espinoza,285.9638854592223,Vicki Espinoza,Vicki,Espinoza,285.96,True
Steven Snyder,182.03515144843917,Steven Snyder,Steven,Snyder,182.04,True
Michelle Randolph,70.7210631527054,Michelle Randolph,Michelle,Randolph,70.72,
Michelle Francis,10.015417773523172,Michelle Francis,Michelle,Francis,10.02,
Steven Baker,293.7505039410278,Steven Baker,Steven,Baker,293.75,True
Zachary Johnson,36.970031422958286,Zachary Johnson,Zachary,Johnson,36.97,
Marc Velasquez,174.39017490442833,Marc Velasquez,Marc,Velasquez,174.39,True
John Carr,50.1174607603039,John Carr,John,Carr,50.12,
Kimberly Castillo,243.87367803979842,Kimberly Castillo,Kimberly,Castillo,243.87,True
Jay Lopez,286.80010880707334,Jay Lopez,Jay,Lopez,286.8,True
Amanda Bridges,81.85722080676241,Amanda Bridges,Amanda,Bridges,81.86,
Jessica Swanson,60.961990046787975,Jessica Swanson,Jessica,Swanson,60.96,
Jose Gonzalez,77.84428181719069,Jose Gonzalez,Jose,Gonzalez,77.84,
Teresa Wright DVM,67.20289619218077,Teresa Wright DVM,Teresa,Wright,67.2,
Michael Gutierrez,185.84650108242542,Michael Gutierrez,Michael,Gutierrez,185.85,True
Hannah Marshall,251.8797929373589,Hannah Marshall,Hannah,Marshall,251.88,True
Janice Davis,290.376731758153,Janice Davis,Janice,Davis,290.38,True
Jessica Crawford,254.21614418886745,Jessica Crawford,Jessica,Crawford,254.22,True
Brian Bean,293.176854348918,Brian Bean,Brian,Bean,293.18,True
Edward Perez,217.69477798746036,Edward Perez,Edward,Perez,217.69,True
Adam Miller,49.280815793361505,Adam Miller,Adam,Miller,49.28,
Veronica Gray,140.9945255024256,Veronica Gray,Veronica,Gray,140.99,True
Linda Turner,238.5612941676917,Linda Turner,Linda,Turner,238.56,True
Debra Roberts,69.38949205772278,Debra Roberts,Debra,Roberts,69.39,
David Sampson,77.05304681765135,David Sampson,David,Sampson,77.05,
Sarah Cochran,138.61321019269198,Sarah Cochran,Sarah,Cochran,138.61,True
Regina Holland,151.20116936649708,Regina Holland,Regina,Holland,151.2,True
Mario Ortiz,27.084428171993128,Mario Ortiz,Mario,Ortiz,27.08,
Maria Gonzalez,164.64403889812058,Maria Gonzalez,Maria,Gonzalez,164.64,True
Albert Perez,163.19807522775014,Albert Perez,Albert,Perez,163.2,True
Daisy Mccarthy,87.96439172052388,Daisy Mccarthy,Daisy,Mccarthy,87.96,
Anna Leonard,75.54719133750443,Anna Leonard,Anna,Leonard,75.55,
Catherine Mosley,188.349059332377,Catherine Mosley,Catherine,Mosley,188.35,True
April Miranda,82.64651651406938,April Miranda,April,Miranda,82.65,
Michael Walker,288.92948575635063,Michael Walker,Michael,Walker,288.93,True
Abigail Lam,255.3722151460852,Abigail Lam,Abigail,Lam,255.37,True
Alan Graham,92.78682106360543,Alan Graham,Alan,Graham,92.79,
Jennifer Diaz,77.85479921183331,Jennifer Diaz,Jennifer,Diaz,77.85,
Sean Rogers,186.39264679484032,Sean Rogers,Sean,Rogers,186.39,True
Anthony Jackson,200.01259596915367,Anthony Jackson,Anthony,Jackson,200.01,True
William Taylor,117.96942766316154,William Taylor,William,Taylor,117.97,True
Richard Robinson,200.910870324612,Richard Robinson,Richard,Robinson,200.91,True
Nicholas Barnes,219.40038579207908,Nicholas Barnes,Nicholas,Barnes,219.4,True
Brittany Austin,233.7352502820895,Brittany Austin,Brittany,Austin,233.74,True
Robin Schmidt,96.6982681272101,Robin Schmidt,Robin,Schmidt,96.7,
Kendra Monroe,226.0007767437509,Kendra Monroe,Kendra,Monroe,226.0,True
Nancy Grant,23.79829865822638,Nancy Grant,Nancy,Grant,23.8,
Nicole Grant,155.98451254737387,Nicole Grant,Nicole,Grant,155.98,True
Courtney Thompson,52.85276040522501,Courtney Thompson,Courtney,Thompson,52.85,
Jeanette Washington,291.52555797265353,Jeanette Washington,Jeanette,Washington,291.53,True
James Yates,224.87361421895758,James Yates,James,Yates,224.87,True
Justin Knox MD,115.97517325519225,Justin Knox MD,Justin,Knox,115.98,True
Melissa Thompson,200.861623841542,Melissa Thompson,Melissa,Thompson,200.86,True
Steven Lee,140.35785503334998,Steven Lee,Steven,Lee,140.36,True
Allison Fisher,231.49385703924415,Allison Fisher,Allison,Fisher,231.49,True
Mark Phillips,197.25172911557547,Mark Phillips,Mark,Phillips,197.25,True
Elijah Harrison,151.5804693833221,Elijah Harrison,Elijah,Harrison,151.58,True
Paul Farley,9.419976358134331,Paul Farley,Paul,Farley,9.42,
Jennifer Cole,47.395456005460005,Jennifer Cole,Jennifer,Cole,47.4,
Michael Tucker,146.74788009330774,Michael Tucker,Michael,Tucker,146.75,True
David Steele,276.1640964895549,David Steele,David,Steele,276.16,True
Monica Hodges,203.31304225714214,Monica Hodges,Monica,Hodges,203.31,True
Scott Wallace,23.245859819116568,Scott Wallace,Scott,Wallace,23.25,
Antonio Paul DDS,93.3960290822483,Antonio Paul DDS,Antonio,Paul,93.4,
Melissa Wright,68.6269641548879,Melissa Wright,Melissa,Wright,68.63,
Stephanie Price,27.22765203179357,Stephanie Price,Stephanie,Price,27.23,
Denise Kennedy,233.46654278565967,Denise Kennedy,Denise,Kennedy,233.47,True
Melissa Walsh,177.85879593971615,Melissa Walsh,Melissa,Walsh,177.86,True
Leslie Spence,156.2011959469653,Leslie Spence,Leslie,Spence,156.2,True
Dr. Rachel Walker,144.43953271188312,Rachel Walker,Rachel,Walker,144.44,True
Donald Horn,13.06347133732172,Donald Horn,Donald,Horn,13.06,
Christopher Rojas,94.08806985509949,Christopher Rojas,Christopher,Rojas,94.09,
Robert Crawford,216.653077762658,Robert Crawford,Robert,Crawford,216.65,True
Larry Brown,174.18073240232133,Larry Brown,Larry,Brown,174.18,True
Becky Swanson,245.8546150432224,Becky Swanson,Becky,Swanson,245.85,True
Gary Howard,25.93975341613338,Gary Howard,Gary,Howard,25.94,
Christopher Marks,111.84679188171215,Christopher Marks,Christopher,Marks,111.85,True
Bonnie Alexander,136.62958526097472,Bonnie Alexander,Bonnie,Alexander,136.63,True
Brandon Stevens,77.2069170777213,Brandon Stevens,Brandon,Stevens,77.21,
Lori Guerra,99.72772588166245,Lori Guerra,Lori,Guerra,99.73,
Michele Alvarado,243.98720237370358,Michele Alvarado,Michele,Alvarado,243.99,True
Christine Lee,8.809339100801694,Christine Lee,Christine,Lee,8.81,
Jamie Fry,159.70672159364653,Jamie Fry,Jamie,Fry,159.71,True
Christopher Perez,102.94358396609618,Christopher Perez,Christopher,Perez,102.94,True
Matthew Carter,194.2873257318737,Matthew Carter,Matthew,Carter,194.29,True
Jason Hunter,78.76406315882761,Jason Hunter,Jason,Hunter,78.76,
Tyler Henry,186.96244624212463,Tyler Henry,Tyler,Henry,186.96,True
Tiffany Harris,17.69659156187514,Tiffany Harris,Tiffany,Harris,17.7,
Matthew Young MD,39.12254966125042,Matthew Young MD,Matthew,Young,39.12,
Juan Brewer,152.96247919796502,Juan Brewer,Juan,Brewer,152.96,True
Mark Riggs,44.1758435997791,Mark Riggs,Mark,Riggs,44.18,
Brittany Stewart,273.53073092125544,Brittany Stewart,Brittany,Stewart,273.53,True
Terry Davis,271.77936799289483,Terry Davis,Terry,Davis,271.78,True
Jessica Oneill,157.51312073351662,Jessica Oneill,Jessica,Oneill,157.51,True
Kimberly Ortiz,55.25093946581715,Kimberly Ortiz,Kimberly,Ortiz,55.25,
Zoe Walls,248.8666068862462,Zoe Walls,Zoe,Walls,248.87,True
Sara Wallace,155.8794176413899,Sara Wallace,Sara,Wallace,155.88,True
Nicole Jenkins,291.5121226706247,Nicole Jenkins,Nicole,Jenkins,291.51,True
Austin Kelly,85.87572124933736,Austin Kelly,Austin,Kelly,85.88,
Sarah Knox,169.15861934074732,Sarah Knox,Sarah,Knox,169.16,True
Alison Carroll,115.34013134673151,Alison Carroll,Alison,Carroll,115.34,True
Robert Buchanan,163.32603882424797,Robert Buchanan,Robert,Buchanan,163.33,True
Penny Wilson,178.79697987137095,Penny Wilson,Penny,Wilson,178.8,True
Leslie Perez,77.95375735618991,Leslie Perez,Leslie,Perez,77.95,
Brittney Marquez,149.17724447412613,Brittney Marquez,Brittney,Marquez,149.18,True
Andrew Bird,265.91581010076817,Andrew Bird,Andrew,Bird,265.92,True
Maria Hughes,12.57040265060334,Maria Hughes,Maria,Hughes,12.57,
Clayton Williams,31.850546997942,Clayton Williams,Clayton,Williams,31.85,
Mary Pittman,92.02540242337156,Mary Pittman,Mary,Pittman,92.03,
James Garner,81.96609866677669,James Garner,James,Garner,81.97,
Randy Middleton,117.0928986621862,Randy Middleton,Randy,Middleton,117.09,True
Alexis Gardner,83.35923457998155,Alexis Gardner,Alexis,Gardner,83.36,
Laurie Garner,145.06032152756538,Laurie Garner,Laurie,Garner,145.06,True
Danny Bush,111.99768449218887,Danny Bush,Danny,Bush,112.0,True
Joseph Smith,291.0800293076161,Joseph Smith,Joseph,Smith,291.08,True
Edgar Armstrong,185.91870881615588,Edgar Armstrong,Edgar,Armstrong,185.92,True
Samantha Scott,97.87421310421335,Samantha Scott,Samantha,Scott,97.87,
Troy Coleman,74.5749224717338,Troy Coleman,Troy,Coleman,74.57,
Brian Young,130.9974595496845,Brian Young,Brian,Young,131.0,True
Timothy Perez,113.65746677408814,Timothy Perez,Timothy,Perez,113.66,True
Sierra Nguyen,110.8481766188695,Sierra Nguyen,Sierra,Nguyen,110.85,True
Cynthia Murphy,296.00781366072096,Cynthia Murphy,Cynthia,Murphy,296.01,True
Julie Diaz,269.48940148120886,Julie Diaz,Julie,Diaz,269.49,True
Andrew Silva,46.15639764557316,Andrew Silva,Andrew,Silva,46.16,
Gary Costa,287.03659327191525,Gary Costa,Gary,Costa,287.04,True
Jasmine Berg,127.14263550280508,Jasmine Berg,Jasmine,Berg,127.14,True
Glenda Brown,85.60391823867381,Glenda Brown,Glenda,Brown,85.6,
Jonathan Boone,172.4624407675067,Jonathan Boone,Jonathan,Boone,172.46,True
Cynthia Jimenez,51.809961978509676,Cynthia Jimenez,Cynthia,Jimenez,51.81,
Cynthia Morgan,283.32941151450433,Cynthia Morgan,Cynthia,Morgan,283.33,True
Dwayne Browning,14.245252640852534,Dwayne Browning,Dwayne,Browning,14.25,
Brittany Lewis,150.90757834016554,Brittany Lewis,Brittany,Lewis,150.91,True
Zachary Johnson,139.6464165234473,Zachary Johnson,Zachary,Johnson,139.65,True
Kayla Wilson,48.843950708068476,Kayla Wilson,Kayla,Wilson,48.84,
Andrew Doyle,245.08644647426232,Andrew Doyle,Andrew,Doyle,245.09,True
Jennifer Parks,12.798439478922493,Jennifer Parks,Jennifer,Parks,12.8,
Daniel Phelps MD,176.73508502436016,Daniel Phelps MD,Daniel,Phelps,176.74,True
Lindsey Quinn,57.57356581602637,Lindsey Quinn,Lindsey,Quinn,57.57,
Brian Walker,34.96349578380108,Brian Walker,Brian,Walker,34.96,
Bradley Curry,104.02916151642776,Bradley Curry,Bradley,Curry,104.03,True
Roy Cohen,148.49245688788432,Roy Cohen,Roy,Cohen,148.49,True
David Black,148.4850265843878,David Black,David,Black,148.49,True
Julie Gonzales,275.8513842852037,Julie Gonzales,Julie,Gonzales,275.85,True
Paula Williams,190.66053512315057,Paula Williams,Paula,Williams,190.66,True
James Clark,117.57150466132622,James Clark,James,Clark,117.57,True
Christopher Robinson,14.2658405599134,Christopher Robinson,Christopher,Robinson,14.27,
William Carr,85.4073891739457,William Carr,William,Carr,85.41,
Todd Dunlap,38.32006005491272,Todd Dunlap,Todd,Dunlap,38.32,
Kimberly Morales,206.44386178471683,Kimberly Morales,Kimberly,Morales,206.44,True
